reviewid,customerid,productid,reviewdate,year_month,rating,reviewtext,vader_score,sentiment_category,productname,brand,category,price
500,353,39,2023-04-25,2023-04,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
501,404,24,2024-12-14,2024-12,2,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,Men Slim Fit Jeans,Urbano Fashion,Slim Fit Jeans,629.0
502,405,48,2023-03-28,2023-03,4,Fast delivery and great packaging.,0.6249,Positive,Men Bootcut Jeans,HERE&NOW,Wide Leg & Bootcut,869.0
503,201,42,2024-12-24,2024-12,2,Size runs small. Return process is very difficult.,-0.4201,Negative,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
504,428,17,2023-10-10,2023-10,5,Great value for money. Highly recommend.,0.8516,Positive,Men Low-Rise Jeans,Kotty,Denim & Jeans,519.0
505,129,14,2023-10-25,2023-10,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Relaxed Fit Mid-Rise Jeans,HIGHLANDER,Relaxed Fit Jeans,769.0
506,130,10,2023-04-06,2023-04,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Jogger Mid-Rise Jeans,styzon,Joggers & Cargo,899.0
507,85,29,2023-06-03,2023-06,3,Decent product but could be better for the price.,0.5927,Neutral,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
508,25,41,2024-06-04,2024-06,4,Perfect fit. The material feels premium.,0.7351,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
509,55,4,2024-05-08,2024-05,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Relaxed Fit Denim Jeans,Bene Kleed,Relaxed Fit Jeans,873.0
510,21,1,2023-08-12,2023-08,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Loose Fit Cotton Jeans,WROGN,Relaxed Fit Jeans,1374.0
511,325,9,2023-08-05,2023-08,1,Quality is below average. Not what I expected.,0.0,Mixed Negative,Men Regular Fit Mid-Rise Jeans,Roadster,Regular Fit Jeans,759.0
512,453,22,2024-04-01,2024-04,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Mid-Rise Skinny Fit Jeans,Mufti,Slim Fit Jeans,1393.0
513,284,43,2023-06-19,2023-06,4,Great value for money. Highly recommend.,0.8516,Positive,Men Mid-Rise Stretchable Jeans,MASTERLY WEFT,Stretchable Jeans,959.0
514,412,27,2023-10-08,2023-10,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Slim Fit Jeans,French Connection,Slim Fit Jeans,1294.0
515,182,42,2024-01-23,2024-01,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
516,172,19,2023-03-08,2023-03,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
517,105,21,2024-05-21,2024-05,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
518,404,47,2023-04-21,2023-04,5,Fast delivery and great packaging.,0.6249,Positive,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
519,361,37,2024-01-03,2024-01,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Straight Fit Jeans,V-Mart,Regular Fit Jeans,809.0
520,22,41,2023-01-13,2023-01,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
521,79,12,2023-11-19,2023-11,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
522,72,6,2024-10-14,2024-10,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Stretchable Jeans,HERE&NOW,Stretchable Jeans,798.0
523,48,47,2023-11-30,2023-11,1,Size runs small. Return process is very difficult.,-0.4201,Negative,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
524,430,47,2024-01-13,2024-01,4,Great value for money. Highly recommend.,0.8516,Positive,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
525,140,5,2023-02-16,2023-02,3,Average quality. Nothing special about it.,-0.3089,Neutral,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
526,434,31,2024-09-25,2024-09,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Pure Cotton Skater Jeans,The Indian Garage Co,Denim & Jeans,688.0
527,303,36,2023-07-03,2023-07,1,Delivery was very late. Poor experience.,-0.5233,Negative,Men Straight Fit Jeans,Bene Kleed,Regular Fit Jeans,989.0
528,388,10,2024-10-15,2024-10,2,Quality is below average. Not what I expected.,0.0,Mixed Negative,Men Jogger Mid-Rise Jeans,styzon,Joggers & Cargo,899.0
529,190,3,2024-10-15,2024-10,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
530,134,2,2024-07-24,2024-07,2,Product looks different from the photo online.,0.0,Mixed Negative,Men Slim Fit Jeans,Flying Machine,Slim Fit Jeans,1829.0
531,102,39,2023-12-03,2023-12,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
532,337,19,2024-11-06,2024-11,1,Material feels cheap. Not worth the price at all.,-0.1695,Negative,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
533,487,29,2023-02-21,2023-02,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
534,194,39,2024-02-06,2024-02,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
535,349,37,2023-01-05,2023-01,4,Perfect fit. The material feels premium.,0.7351,Positive,Men Straight Fit Jeans,V-Mart,Regular Fit Jeans,809.0
536,381,23,2024-11-29,2024-11,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
537,172,41,2023-07-05,2023-07,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
538,290,49,2024-01-25,2024-01,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Non Stretchable Cotton Jeans,Flying Machine,Stretchable Jeans,1829.0
539,230,48,2023-12-02,2023-12,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Bootcut Jeans,HERE&NOW,Wide Leg & Bootcut,869.0
540,472,35,2024-02-27,2024-02,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Relaxed Fit Jeans,Mast & Harbour,Relaxed Fit Jeans,819.0
541,373,44,2023-02-26,2023-02,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Baggy Loose Jeans,glitchez,Relaxed Fit Jeans,747.0
542,130,41,2023-09-04,2023-09,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
543,52,20,2023-12-28,2023-12,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Bootcut Jeans,Mast & Harbour,Wide Leg & Bootcut,869.0
544,446,33,2024-01-23,2024-01,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
545,357,34,2024-06-16,2024-06,4,Perfect fit. The material feels premium.,0.7351,Positive,Men Bootcut Stretchable Jeans,Thomas Scott,Wide Leg & Bootcut,874.0
546,310,17,2023-09-14,2023-09,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Low-Rise Jeans,Kotty,Denim & Jeans,519.0
547,347,40,2024-10-27,2024-10,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
548,214,6,2023-11-28,2023-11,4,Perfect fit. The material feels premium.,0.7351,Positive,Men Stretchable Jeans,HERE&NOW,Stretchable Jeans,798.0
549,117,45,2024-07-07,2024-07,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Wide Leg Cotton Jeans,HIGHLANDER,Wide Leg & Bootcut,1099.0
550,203,38,2023-05-05,2023-05,5,Fast delivery and great packaging.,0.6249,Positive,Men Bootcut Jeans,Urbano Fashion,Wide Leg & Bootcut,944.0
551,331,14,2023-05-19,2023-05,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Relaxed Fit Mid-Rise Jeans,HIGHLANDER,Relaxed Fit Jeans,769.0
552,497,40,2024-10-08,2024-10,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
553,82,2,2023-06-11,2023-06,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Slim Fit Jeans,Flying Machine,Slim Fit Jeans,1829.0
554,16,1,2023-07-04,2023-07,1,The color faded after first wash. Very disappointing.,-0.5413,Negative,Men Loose Fit Cotton Jeans,WROGN,Relaxed Fit Jeans,1374.0
555,38,13,2023-08-10,2023-08,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Slim Fit Stretchable Jeans,WROGN,Slim Fit Jeans,1275.0
556,35,19,2024-11-26,2024-11,3,Not bad but not great either. Fits okay.,-0.2883,Neutral,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
557,24,12,2024-05-11,2024-05,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
558,18,8,2023-07-11,2023-07,3,Material is fine but the colour is slightly different.,0.1027,Neutral,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
559,51,43,2023-09-08,2023-09,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Mid-Rise Stretchable Jeans,MASTERLY WEFT,Stretchable Jeans,959.0
560,358,45,2024-08-12,2024-08,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Wide Leg Cotton Jeans,HIGHLANDER,Wide Leg & Bootcut,1099.0
561,385,48,2024-10-16,2024-10,1,Quality is below average. Not what I expected.,0.0,Mixed Negative,Men Bootcut Jeans,HERE&NOW,Wide Leg & Bootcut,869.0
562,421,49,2023-08-06,2023-08,1,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,Non Stretchable Cotton Jeans,Flying Machine,Stretchable Jeans,1829.0
563,112,33,2023-09-21,2023-09,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
564,146,47,2023-11-17,2023-11,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
565,30,46,2024-10-03,2024-10,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Slim Fit Jeans,HIGHLANDER,Slim Fit Jeans,675.0
566,496,12,2024-06-29,2024-06,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
567,376,47,2024-11-03,2024-11,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
568,366,37,2024-10-04,2024-10,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Straight Fit Jeans,V-Mart,Regular Fit Jeans,809.0
569,342,44,2024-01-25,2024-01,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Baggy Loose Jeans,glitchez,Relaxed Fit Jeans,747.0
570,92,17,2023-08-08,2023-08,1,Customer support was unhelpful when I raised an issue.,0.4019,Mixed Negative,Men Low-Rise Jeans,Kotty,Denim & Jeans,519.0
571,96,46,2023-12-25,2023-12,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Slim Fit Jeans,HIGHLANDER,Slim Fit Jeans,675.0
572,453,11,2023-02-13,2023-02,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Slim Fit Jeans,Calvin Klein Jeans,Slim Fit Jeans,949.0
573,372,19,2023-12-21,2023-12,2,Delivery was very late. Poor experience.,-0.5233,Negative,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
574,14,7,2024-11-26,2024-11,3,Average quality. Nothing special about it.,-0.3089,Neutral,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
575,412,28,2023-04-26,2023-04,5,Fast delivery and great packaging.,0.6249,Positive,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
576,378,9,2024-02-26,2024-02,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Regular Fit Mid-Rise Jeans,Roadster,Regular Fit Jeans,759.0
577,260,26,2023-07-13,2023-07,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
578,88,11,2023-01-17,2023-01,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Slim Fit Jeans,Calvin Klein Jeans,Slim Fit Jeans,949.0
579,107,42,2023-12-13,2023-12,1,Received a damaged product. Very unhappy.,-0.7178,Negative,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
580,40,39,2023-07-22,2023-07,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
581,166,21,2024-04-03,2024-04,5,Fast delivery and great packaging.,0.6249,Positive,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
582,212,32,2023-10-26,2023-10,1,Product looks different from the photo online.,0.0,Mixed Negative,Men Relaxed Fit Jeans,The Indian Garage Co,Relaxed Fit Jeans,808.0
583,232,40,2024-03-22,2024-03,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
584,334,29,2023-01-25,2023-01,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
585,119,21,2024-06-06,2024-06,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
586,86,30,2024-03-28,2024-03,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Slim Tapered Fit Jeans,Mast & Harbour,Slim Fit Jeans,701.0
587,96,37,2024-07-15,2024-07,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Straight Fit Jeans,V-Mart,Regular Fit Jeans,809.0
588,56,6,2024-01-05,2024-01,1,Material feels cheap. Not worth the price at all.,-0.1695,Negative,Men Stretchable Jeans,HERE&NOW,Stretchable Jeans,798.0
589,459,13,2024-03-13,2024-03,5,Fast delivery and great packaging.,0.6249,Positive,Men Slim Fit Stretchable Jeans,WROGN,Slim Fit Jeans,1275.0
590,21,24,2024-09-02,2024-09,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Slim Fit Jeans,Urbano Fashion,Slim Fit Jeans,629.0
591,346,31,2023-03-09,2023-03,1,Product looks different from the photo online.,0.0,Mixed Negative,Men Pure Cotton Skater Jeans,The Indian Garage Co,Denim & Jeans,688.0
592,369,6,2023-03-21,2023-03,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Stretchable Jeans,HERE&NOW,Stretchable Jeans,798.0
593,291,28,2024-03-26,2024-03,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
594,46,11,2024-11-04,2024-11,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Slim Fit Jeans,Calvin Klein Jeans,Slim Fit Jeans,949.0
595,310,2,2024-11-07,2024-11,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Slim Fit Jeans,Flying Machine,Slim Fit Jeans,1829.0
596,278,43,2023-09-10,2023-09,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Mid-Rise Stretchable Jeans,MASTERLY WEFT,Stretchable Jeans,959.0
597,421,22,2023-10-08,2023-10,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Mid-Rise Skinny Fit Jeans,Mufti,Slim Fit Jeans,1393.0
598,214,5,2024-03-25,2024-03,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
599,50,31,2023-01-30,2023-01,5,Great value for money. Highly recommend.,0.8516,Positive,Men Pure Cotton Skater Jeans,The Indian Garage Co,Denim & Jeans,688.0
600,170,5,2023-11-10,2023-11,1,Size runs small. Return process is very difficult.,-0.4201,Negative,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
601,67,10,2023-02-11,2023-02,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Jogger Mid-Rise Jeans,styzon,Joggers & Cargo,899.0
602,491,15,2023-12-25,2023-12,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
603,70,21,2024-11-03,2024-11,4,Perfect fit. The material feels premium.,0.7351,Positive,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
604,302,42,2024-10-13,2024-10,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
605,402,16,2024-04-30,2024-04,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
606,318,39,2023-06-25,2023-06,4,Perfect fit. The material feels premium.,0.7351,Positive,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
607,242,44,2024-12-18,2024-12,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Baggy Loose Jeans,glitchez,Relaxed Fit Jeans,747.0
608,125,37,2024-09-19,2024-09,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Straight Fit Jeans,V-Mart,Regular Fit Jeans,809.0
609,158,50,2024-06-25,2024-06,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,30 Days No Wash Jeans,TURMS,Denim & Jeans,3499.0
610,128,38,2024-04-10,2024-04,4,Perfect fit. The material feels premium.,0.7351,Positive,Men Bootcut Jeans,Urbano Fashion,Wide Leg & Bootcut,944.0
611,178,9,2024-11-24,2024-11,5,Great value for money. Highly recommend.,0.8516,Positive,Men Regular Fit Mid-Rise Jeans,Roadster,Regular Fit Jeans,759.0
612,339,30,2024-03-02,2024-03,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Slim Tapered Fit Jeans,Mast & Harbour,Slim Fit Jeans,701.0
613,426,16,2023-08-20,2023-08,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
614,437,7,2023-02-27,2023-02,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
615,135,45,2023-04-30,2023-04,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Wide Leg Cotton Jeans,HIGHLANDER,Wide Leg & Bootcut,1099.0
616,452,45,2023-09-19,2023-09,5,Fast delivery and great packaging.,0.6249,Positive,Men Wide Leg Cotton Jeans,HIGHLANDER,Wide Leg & Bootcut,1099.0
617,88,34,2024-02-15,2024-02,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Bootcut Stretchable Jeans,Thomas Scott,Wide Leg & Bootcut,874.0
618,17,19,2024-04-15,2024-04,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
619,483,20,2024-10-30,2024-10,4,Great value for money. Highly recommend.,0.8516,Positive,Men Bootcut Jeans,Mast & Harbour,Wide Leg & Bootcut,869.0
620,240,22,2023-04-18,2023-04,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Mid-Rise Skinny Fit Jeans,Mufti,Slim Fit Jeans,1393.0
621,245,42,2023-12-07,2023-12,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
622,92,41,2023-11-03,2023-11,4,Fast delivery and great packaging.,0.6249,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
623,39,11,2024-01-11,2024-01,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Slim Fit Jeans,Calvin Klein Jeans,Slim Fit Jeans,949.0
624,329,40,2024-05-17,2024-05,5,Fast delivery and great packaging.,0.6249,Positive,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
625,306,33,2024-08-23,2024-08,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
626,110,42,2023-11-27,2023-11,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
627,292,8,2024-10-22,2024-10,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
628,134,24,2023-05-03,2023-05,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Slim Fit Jeans,Urbano Fashion,Slim Fit Jeans,629.0
629,246,37,2023-10-12,2023-10,5,Fast delivery and great packaging.,0.6249,Positive,Men Straight Fit Jeans,V-Mart,Regular Fit Jeans,809.0
630,88,17,2024-07-25,2024-07,3,Average quality. Nothing special about it.,-0.3089,Neutral,Men Low-Rise Jeans,Kotty,Denim & Jeans,519.0
631,47,9,2024-05-30,2024-05,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Regular Fit Mid-Rise Jeans,Roadster,Regular Fit Jeans,759.0
